Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nivel Educativo;Desempleada/o e inscrita/o como demandante de empleo en una ofic;Servicio demandado
abr-20;Hombre;Villaverde;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
abr-20;Hombre;Latina;Entre 26 y 35 años;FP Grado Superior;No;Orientacion,Intermediacion
abr-20;Mujer;Carabanchel;Entre 46 y 55 años;Sin Estudios;No;Orientacion,Intermediacion
abr-20;Mujer;CiudadLineal;Entre 56 y 65 años;Sin Estudios;Si;Orientacion
abr-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
abr-20;Hombre;Carabanchel;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
abr-20;Mujer;Latina;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion
abr-20;Hombre;Carabanchel;Menor de 25 años;ESO;Si;Orientacion
abr-20;Hombre;Centro;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
abr-20;Mujer;Latina;Entre 56 y 65 años;Graduado Escolar;No;Intermediacion
abr-20;Mujer;Centro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion,Autoempleo
abr-20;Mujer;Villaverde;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
abr-20;Hombre;CiudadLineal;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion
abr-20;Mujer;Villaverde;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
abr-20;Mujer;Usera;Entre 26 y 35 años;Bachillerato;No;Intermediacion
abr-20;Mujer;;Menor de 25 años;Estudios Postgrado;No;Autoempleo
abr-20;Hombre;;Entre 36 y 45 años;ESO;Si;Intermediacion
abr-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;No;Orientacion,Intermediacion
abr-20;Mujer;Vicalvaro;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Carabanchel;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
abr-20;Hombre;Latina;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
abr-20;Hombre;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
abr-20;Hombre;;Entre 36 y 45 años;ESO;Si;Autoempleo
abr-20;Hombre;Usera;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Hombre;Usera;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;No;Autoempleo
abr-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;No;Autoempleo
abr-20;Hombre;Centro;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
abr-20;Hombre;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Retiro;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Arganzuela;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
abr-20;Hombre;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
abr-20;Hombre;Latina;Entre 26 y 35 años;FP Grado Superior;No;Orientacion,Intermediacion
abr-20;Mujer;Carabanchel;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
abr-20;Mujer;Hortaleza;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
abr-20;Hombre;;Entre 46 y 55 años;Bachillerato;Si;Orientacion
abr-20;Mujer;Usera;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Tetuan;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
abr-20;Mujer;;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Arganzuela;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
abr-20;Hombre;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
abr-20;Hombre;SanBlasCanillejas;Entre 36 y 45 años;Bachillerato;Si;Orientacion
abr-20;Mujer;VillaVallecas;Entre 46 y 55 años;ESO;No;Orientacion
abr-20;Mujer;Latina;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion
abr-20;Mujer;Latina;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
abr-20;Mujer;;Entre 36 y 45 años;COU;Si;Intermediacion
abr-20;Mujer;Latina;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion
abr-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
abr-20;Mujer;Usera;Entre 36 y 45 años;ESO;No;Orientacion
abr-20;Hombre;Centro;Entre 26 y 35 años;Bachillerato;Si;Intermediacion,Autoempleo
abr-20;Hombre;SanBlasCanillejas;Entre 36 y 45 años;FP Grado Medio;Si;Orientacion
abr-20;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
abr-20;Hombre;PuenteVallecas;Entre 36 y 45 años;Sin Estudios;Si;Autoempleo
abr-20;Mujer;PuenteVallecas;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
abr-20;Hombre;Carabanchel;Entre 36 y 45 años;Acceso a Mayores de 25 y/o 45 años;Si;Orientacion
abr-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;No;Intermediacion
abr-20;Hombre;Latina;Entre 46 y 55 años;BUP;No;Intermediacion
abr-20;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
abr-20;Hombre;PuenteVallecas;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion
abr-20;Mujer;Carabanchel;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
abr-20;Mujer;Centro;Entre 46 y 55 años;FP Grado Superior;No;Autoempleo
abr-20;Mujer;Centro;Entre 26 y 35 años;FP Grado Medio;Si;Intermediacion
abr-20;Mujer;Centro;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion
abr-20;Hombre;SanBlasCanillejas;Entre 26 y 35 años;FP Grado Superior;No;Intermediacion
abr-20;Hombre;Latina;Entre 26 y 35 años;ESO;Si;Autoempleo
abr-20;Mujer;CiudadLineal;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
abr-20;Hombre;Latina;Entre 46 y 55 años;BUP;No;Intermediacion
abr-20;Mujer;Latina;Entre 26 y 35 años;Bachillerato;No;Orientacion
abr-20;Mujer;Hortaleza;Menor de 25 años;ESO;No;Intermediacion
abr-20;Mujer;Usera;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Hombre;Carabanchel;Entre 26 y 35 años;ESO;No;Intermediacion
abr-20;Mujer;Salamanca;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
abr-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Bachillerato;No;Orientacion
abr-20;Mujer;Hortaleza;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Villaverde;Menor de 25 años;ESO;Si;Orientacion
abr-20;Mujer;Tetuan;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
abr-20;Hombre;Tetuan;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
abr-20;Mujer;Villaverde;Menor de 25 años;ESO;Si;Orientacion
abr-20;Hombre;Carabanchel;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
abr-20;Mujer;Salamanca;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
abr-20;Hombre;Vicalvaro;Menor de 25 años;ESO;Si;Orientacion
abr-20;Mujer;Fuencarral;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
abr-20;Mujer;Vicalvaro;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
abr-20;Mujer;Carabanchel;Entre 36 y 45 años;Graduado Escolar;No;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Usera;Entre 26 y 35 años;ESO;Si;Orientacion
abr-20;Hombre;Barajas;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion
abr-20;Mujer;Hortaleza;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion
abr-20;Hombre;Latina;Entre 26 y 35 años;ESO;No;Orientacion
abr-20;Hombre;SanBlasCanillejas;Entre 26 y 35 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;;Entre 46 y 55 años;Sin Estudios;Si;Orientacion
abr-20;Mujer;Chamberi;Entre 26 y 35 años;ESO;No;Intermediacion
abr-20;Hombre;VillaVallecas;Entre 56 y 65 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
abr-20;Hombre;Vicalvaro;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Usera;Entre 46 y 55 años;Bachillerato;Si;Intermediacion,Autoempleo
abr-20;Hombre;Carabanchel;Entre 26 y 35 años;Bachillerato;No;Intermediacion
abr-20;Hombre;Carabanchel;Entre 26 y 35 años;Bachillerato;No;Intermediacion
abr-20;Mujer;Latina;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
abr-20;Hombre;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
abr-20;Hombre;;Entre 36 y 45 años;Bachillerato;Si;Orientacion
abr-20;Hombre;SanBlasCanillejas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Barajas;Entre 26 y 35 años;ESO;No;Autoempleo
abr-20;Mujer;Latina;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
abr-20;Mujer;Latina;Entre 46 y 55 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
abr-20;Mujer;Retiro;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion
abr-20;Mujer;Usera;Entre 26 y 35 años;Bachillerato;Si;Autoempleo
abr-20;Mujer;Centro;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion
may-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion
may-20;Hombre;PuenteVallecas;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-20;Mujer;Carabanchel;Entre 46 y 55 años;FP Grado Superior;No;Intermediacion
may-20;Mujer;;Entre 46 y 55 años;ESO;No;Orientacion
may-20;Mujer;Carabanchel;Entre 36 y 45 años;Bachillerato;Si;Intermediacion,Autoempleo
may-20;Mujer;Latina;Entre 36 y 45 años;FP Grado Superior;No;Orientacion
may-20;Mujer;;Entre 46 y 55 años;Bachillerato;No;Autoempleo
may-20;Mujer;Villaverde;Entre 46 y 55 años;Bachillerato;No;Autoempleo
may-20;Mujer;Moratalaz;Entre 46 y 55 años;Estudios Postgrado;Si;Orientacion
may-20;Hombre;PuenteVallecas;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;Chamberi;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-20;Mujer;;Entre 46 y 55 años;COU;Si;Orientacion,Intermediacion
may-20;Mujer;Carabanchel;Entre 46 y 55 años;BUP;No;Intermediacion
may-20;Mujer;PuenteVallecas;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
may-20;Hombre;Villaverde;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;SanBlasCanillejas;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-20;Mujer;Villaverde;Entre 46 y 55 años;COU;Si;Orientacion,Intermediacion
may-20;Mujer;;Entre 46 y 55 años;COU;No;Orientacion,Intermediacion
may-20;Mujer;Villaverde;Entre 46 y 55 años;COU;Si;Orientacion,Intermediacion
may-20;Hombre;Latina;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Autoempleo
may-20;Mujer;Villaverde;Entre 46 y 55 años;COU;Si;Orientacion,Intermediacion
may-20;Hombre;Latina;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
may-20;Mujer;Arganzuela;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion,Intermediacion
may-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
may-20;Mujer;Hortaleza;Menor de 25 años;FP Grado Medio;No;Orientacion
may-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;VillaVallecas;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
may-20;Mujer;;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;Villaverde;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;Chamberi;Entre 26 y 35 años;ESO;No;Orientacion
may-20;Hombre;PuenteVallecas;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Tetuan;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-20;Hombre;Latina;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
may-20;Hombre;Villaverde;Entre 56 y 65 años;Graduado Escolar;No;Orientacion
may-20;Mujer;Usera;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-20;Mujer;Chamartin;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-20;Mujer;Centro;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-20;Mujer;Centro;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
may-20;Mujer;Centro;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
may-20;Mujer;Hortaleza;Menor de 25 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;Carabanchel;Entre 36 y 45 años;Graduado Escolar;No;Orientacion,Intermediacion
may-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Graduado Escolar;No;Orientacion,Intermediacion
may-20;Hombre;Villaverde;Entre 56 y 65 años;Bachillerato;Si;Intermediacion
may-20;Hombre;Villaverde;Entre 56 y 65 años;Bachillerato;Si;Intermediacion
may-20;Hombre;Salamanca;Entre 36 y 45 años;FP Grado Medio;No;Orientacion
may-20;Mujer;Fuencarral;Menor de 25 años;Estudios Postgrado;Si;Intermediacion
may-20;Mujer;Fuencarral;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
may-20;Hombre;Retiro;Entre 46 y 55 años;Graduado Escolar;No;Intermediacion
may-20;Mujer;Usera;Entre 36 y 45 años;Bachillerato;No;Orientacion
may-20;Mujer;Retiro;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-20;Hombre;Chamartin;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
may-20;Hombre;VillaVallecas;Entre 26 y 35 años;Bachillerato;No;Orientacion
may-20;Hombre;MoncloaAravaca;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
may-20;Mujer;Usera;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
may-20;Mujer;;Menor de 25 años;Bachillerato;Si;Intermediacion
may-20;Hombre;PuenteVallecas;Menor de 25 años;FP Grado Medio;Si;Orientacion,Intermediacion
may-20;Hombre;Carabanchel;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
may-20;Mujer;Carabanchel;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Carabanchel;Entre 46 y 55 años;Graduado Escolar;Si;Intermediacion
may-20;Mujer;Villaverde;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-20;Mujer;MoncloaAravaca;Entre 36 y 45 años;Estudios Postgrado;No;Intermediacion
may-20;Mujer;;Entre 36 y 45 años;ESO;No;Intermediacion
may-20;Mujer;MoncloaAravaca;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-20;Mujer;VillaVallecas;Menor de 25 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-20;Mujer;Vicalvaro;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
may-20;Hombre;;Menor de 25 años;Graduado Escolar;Si;Intermediacion
may-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Bachillerato;Si;Autoempleo
may-20;Hombre;Centro;Entre 56 y 65 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-20;Mujer;;Entre 46 y 55 años;ESO;No;Orientacion
may-20;Hombre;Villaverde;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Centro;Entre 36 y 45 años;Bachillerato;Si;Orientacion
may-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-20;Mujer;Carabanchel;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-20;Mujer;Centro;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Centro;Entre 26 y 35 años;Bachillerato;Si;Orientacion
may-20;Mujer;Carabanchel;Entre 36 y 45 años;Bachillerato;No;Intermediacion,Autoempleo
may-20;Mujer;Centro;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
may-20;Mujer;Centro;Entre 26 y 35 años;FP Grado Superior;No;Autoempleo
may-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;;Entre 46 y 55 años;Bachillerato;Si;Orientacion
may-20;Hombre;VillaVallecas;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion
may-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;No;Orientacion,Intermediacion
may-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;No;Orientacion,Intermediacion
may-20;Mujer;;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;PuenteVallecas;Menor de 25 años;Graduado Escolar;No;Orientacion
may-20;Hombre;Tetuan;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;CiudadLineal;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion
may-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-20;Hombre;CiudadLineal;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion
may-20;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Orientacion
may-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;;Entre 36 y 45 años;Bachillerato;No;Intermediacion
may-20;Hombre;;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
may-20;Mujer;Usera;Entre 26 y 35 años;Bachillerato;No;Orientacion
may-20;Hombre;Fuencarral;Entre 26 y 35 años;Estudios Postgrado;No;Intermediacion
may-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;FP Grado Medio;Si;Autoempleo
may-20;Mujer;Latina;Entre 36 y 45 años;Bachillerato;Si;Autoempleo
may-20;Mujer;Fuencarral;Entre 36 y 45 años;ESO;Si;Intermediacion
may-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Graduado Escolar;Si;Autoempleo
may-20;Mujer;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Orientacion
may-20;Hombre;Tetuan;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion
may-20;Hombre;PuenteVallecas;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;Villaverde;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-20;Hombre;Villaverde;Entre 36 y 45 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;VillaVallecas;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;CiudadLineal;Entre 46 y 55 años;ESO;Si;Orientacion
may-20;Mujer;Retiro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
may-20;Mujer;Latina;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
may-20;Mujer;Villaverde;Entre 26 y 35 años;Graduado Escolar;Si;Intermediacion
may-20;Hombre;Arganzuela;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Moratalaz;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-20;Mujer;Chamartin;Entre 36 y 45 años;Sin Estudios;Si;Orientacion,Intermediacion
may-20;Mujer;Usera;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion
may-20;Mujer;Latina;Menor de 25 años;ESO;Si;Orientacion,Intermediacion
may-20;Mujer;CiudadLineal;Entre 56 y 65 años;Graduado Escolar;Si;Orientacion
may-20;Hombre;CiudadLineal;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion
may-20;Hombre;CiudadLineal;Entre 26 y 35 años;ESO;Si;Orientacion
may-20;Hombre;;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Chamartin;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Villaverde;Menor de 25 años;Bachillerato;Si;Intermediacion
may-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion
may-20;Hombre;;Menor de 25 años;ESO;No;Orientacion
may-20;Hombre;CiudadLineal;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion
may-20;Hombre;MoncloaAravaca;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;VillaVallecas;Entre 36 y 45 años;ESO;Si;Orientacion,Intermediacion
may-20;Mujer;Carabanchel;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
may-20;Mujer;Usera;Entre 36 y 45 años;FP Grado Medio;Si;Autoempleo
may-20;Mujer;PuenteVallecas;Entre 36 y 45 años;FP Grado Superior;No;Orientacion
may-20;Mujer;Villaverde;Entre 46 y 55 años;Bachillerato;Si;Orientacion
may-20;Mujer;;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-20;Mujer;CiudadLineal;Entre 46 y 55 años;Bachillerato;Si;Autoempleo
may-20;Mujer;CiudadLineal;Entre 46 y 55 años;Bachillerato;Si;Autoempleo
may-20;Mujer;Hortaleza;Entre 36 y 45 años;Bachillerato;Si;Intermediacion,Autoempleo
may-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
may-20;Hombre;Villaverde;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Centro;Entre 36 y 45 años;Graduado Escolar;No;Intermediacion
may-20;Hombre;Salamanca;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
may-20;Hombre;Arganzuela;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
may-20;Hombre;;Entre 36 y 45 años;Graduado Escolar;No;Orientacion
may-20;Mujer;Latina;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;Centro;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
may-20;Hombre;SanBlasCanillejas;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
may-20;Mujer;Villaverde;Menor de 25 años;FP Grado Superior;No;Orientacion
may-20;Hombre;Centro;Menor de 25 años;Bachillerato;Si;Autoempleo
may-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
may-20;Mujer;;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;Villaverde;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-20;Mujer;VillaVallecas;Entre 36 y 45 años;FP Grado Medio;Si;Orientacion,Intermediacion
may-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-20;Hombre;Vicalvaro;Entre 26 y 35 años;ESO;Si;Autoempleo
may-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Intermediacion
may-20;Mujer;Usera;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Hombre;CiudadLineal;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
may-20;Mujer;Barajas;Entre 36 y 45 años;Bachillerato;No;Orientacion,Intermediacion
may-20;Mujer;Chamberi;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion
may-20;Mujer;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-20;Hombre;Chamberi;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-20;Mujer;Moratalaz;Entre 56 y 65 años;ESO;Si;Intermediacion
may-20;Mujer;VillaVallecas;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-20;Hombre;VillaVallecas;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion
may-20;Hombre;;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
may-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;No;Orientacion
may-20;Hombre;Tetuan;Entre 46 y 55 años;Bachillerato;Si;Orientacion
may-20;Hombre;Barajas;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-20;Hombre;Vicalvaro;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-20;Mujer;Villaverde;Menor de 25 años;ESO;No;Orientacion
may-20;Hombre;VillaVallecas;Menor de 25 años;FP Grado Superior;No;Orientacion
may-20;Hombre;Usera;Entre 26 y 35 años;FP Grado Medio;Si;Intermediacion
